0 0.000000
1 -1.968199
2 -3.360689
3 -4.465743
4 -5.387502
5 -6.173489
6 -6.847732
7 -7.419627
8 -7.888714
9 -8.249966
10 -8.492994
11 -8.600073
12 -8.548618
13 -8.299930
14 -7.808980
15 -6.995213
16 -5.718750
17 -3.403709
18 9.873599
19 7.968837
